ExternalReference,climatezone,dac,age,gender,income,education,race,ideology,born_us,employment,home_type,household_numpeople,home_own,home_area,home_age,charging_work,rangeanxiety,vehicle_next_used,vehicle_num,primary_heating_type,primary_cooling_type,hotwater_energy,hotwater_nextelec,heatpump_direct,therm_summer,therm_winter,ac_unit_number,kitchen_range_type,induction_direct,heating_cost_burden,elec_savemoney,elec_health,elec_safety,upfrontpayback,lowincome_sup,outage_impact,outage_generatorown,outage_generatorplan,elec_avail,hvac_avail,ccinsure_lost,solstor_wtp_dv,ev_wtp_pc,heatpump_wtp_pc,induction_dv,PV,PS,EV,HP,IC,yale_worried,cclive,ccpastmove,ccfuturemove,homevac,ccmove_where,charging_access,charging_5mile_r,charging_5mile_f,previous_heating_type,electrification,peer_EV,peer_IC,peer_HP,peer_PV,cost_combo_winter_final,cost_combo_summer_final,vehicle_comb_miles,ccinsure_both,pid_composite,future_EV_0,future_EV_low,future_EV_high,future_PV,future_PS_0,future_PS_low,future_PS_high,future_HP_0,future_HP_low,future_HP_high,future_IC_0,future_IC_low,future_IC_high,wt_ca,tractid
GQAWB,4,0,70,Male,225000,graduate,White,4,0,0,SF,2,1,4750,Older,0,350,1,3,Gas,Central,Elec,1,1,5,4,NA,Gas,0,4,4,3,2,1,0,1,0,1,3,3,0,NA,8000,4000,NA,1,1,1,0,0,3,3,1,2,1,1,own,1,0,Gas,Full_elec,neighbor,peer,peer,neighbor,650,75,7500,1,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0.536727160756426,06085507301
IDFVA,13,1,30,Female,25000,some college,White,1,1,0,SF,12,0,1250,BrandNew,0,150,0,2,Elec,Central,Gas,NA,NA,7,1,NA,Elec,NA,3,2,4,3,1,1,2,0,2,3,3,0,NA,15000,NA,NA,0,0,0,0,0,3,4,2,3,1,0,none,1,1,Elec,Full_elec,none,none,none,none,NA,NA,10000,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.971984385659486,06019003807
RGSJC,12,0,70,Female,137500,graduate,White,5,1,0,SF,1,1,750,Older,0,450,1,1,Gas,Central,Gas,0,1,7,3,NA,Gas,1,5,3,3,2,0,0,3,0,2,3,3,0,NA,20000,4000,NA,0,0,0,0,0,4,1,1,1,1,0,potential,1,0,Gas,No_prefer,peer,peer,neighbor,none,187.5,150,8750,1,2,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0.408516312838635,06067003501
DFRMV,3,1,40,Male,35000,HS,Hispanic,3,1,1,SF,3,1,3750,Older,0,250,1,2,Elec,None,Gas,0,1,7,1,NA,Gas,0,3,2,3,2,1,1,2,0,2,3,3,0,NA,20000,2000,NA,0,0,0,0,0,2,2,1,2,1,0,none,0,0,Elec,Half_elec,peer,peer,none,none,150,75,30000,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.972382993947374,06053000701
GSLMW,3,0,60,Male,137500,college,White,6,0,0,SF,2,1,1750,Older,0,350,1,2,Other,None,Other,0,1,1,2,NA,Other,0,4,3,3,2,1,0,4,1,2,4,4,0,NA,10000,15000,NA,0,0,0,0,0,3,3,1,4,2,0,potential,0,0,Other,Full_fossil,neighbor,neighbor,neighbor,none,225,75,12500,1,2,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0.696267893016441,06081613400
GOAFF,11,1,60,Male,15000,graduate,White,6,1,0,Others,1,0,1250,Older,0,150,0,3,Elec,None,Elec,NA,NA,7,1,NA,Elec,NA,1,3,3,3,1,1,2,0,1,1,NA,0,NA,20000,NA,NA,0,0,0,0,0,1,4,3,4,3,1,potential,0,0,Elec,Full_elec,none,peer,neighbor,neighbor,NA,NA,7500,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.21191277613213,06103001000
PJDAT,4,0,80,Male,65000,graduate,Asian,2,0,0,SF,2,1,1750,Older,0,NA,0,1,Gas,None,Gas,0,1,4,3,NA,Elec,1,5,1,3,2,1,0,2,0,2,3,3,0,NA,20000,20000,NA,0,0,0,0,0,3,3,1,3,1,NA,own,0,0,Gas,Full_fossil,peer,none,none,neighbor,NA,NA,1250,0,6,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1.02285941870259,06085507903
QIDCR,13,0,30,Female,112500,graduate,AIANNHPI,1,1,0,SF,2,1,1750,Older,0,NA,1,3,Not know,Central,Not know,0,0,7,1,NA,Elec,0,3,5,3,2,1,0,1,0,2,1,NA,0,NA,20000,20000,NA,1,0,0,0,0,1,1,1,1,1,1,none,0,0,Not know,Full_elec,peer,none,none,peer,250,250,2500,1,4,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.430334329076414,06019004601
HBFRA,8,0,80,Male,162500,college,White,5,1,0,SF,2,1,3250,Older,0,250,1,3,Gas,Central,Gas,1,1,5,3,NA,Elec,1,5,4,3,3,1,0,1,0,3,3,4,0,5000,0,NA,NA,1,1,0,0,0,4,3,1,1,1,1,own,1,1,Gas,Full_elec,peer,peer,neighbor,peer,75,75,5000,1,3,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,0.348464333849398,06059021829
GEHXP,3,0,60,Female,225000,college,White,4,1,1,SF,2,1,2750,BrandNew,0,250,1,3,Gas,None,Elec,0,0,3,3,NA,Gas,0,3,1,3,1,0,0,4,1,2,4,4,0,NA,20000,20000,NA,0,0,0,0,0,3,3,1,1,1,1,none,1,0,Gas,Full_fossil,neighbor,none,none,neighbor,450,250,10000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6047567005002,06081613701
QFWDS,8,0,90,Female,15000,less than HS,White,4,0,0,SF,1,1,3250,Older,0,150,1,1,Other,None,Other,0,0,1,1,NA,Other,0,5,4,4,3,0,0,1,0,1,3,4,0,3000,4000,NA,NA,0,0,0,0,0,1,1,1,4,1,1,none,0,0,Other,No_prefer,peer,none,none,neighbor,225,12.5,1250,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05344080797688,06059011402
WSHYP,2,0,80,Male,137500,graduate,White,5,1,0,SF,1,1,1250,BrandNew,0,NA,1,2,Gas,Central,Gas,0,0,5,3,NA,Gas,0,5,1,3,2,1,0,2,0,1,3,4,0,NA,10000,8000,NA,0,0,0,0,0,3,3,1,1,1,1,potential,0,0,Gas,Full_fossil,neighbor,none,none,neighbor,450,350,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60132531985269,06055201601
SSJIB,8,0,80,Female,112500,some college,White,3,1,0,SF,3,1,1750,Older,0,NA,1,3,Gas,Room,Gas,0,0,2,5,5,Gas,0,5,1,3,2,0,0,1,0,2,4,3,0,NA,15000,10000,NA,0,0,0,0,0,3,2,1,2,2,1,none,1,0,Gas,Full_fossil,peer,none,none,peer,500,350,28750,1,6,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.571959793426888,06059011102
JGSPF,13,0,50,Female,45000,some college,Black,5,1,1,SF,3,0,3750,Older,0,250,0,2,Gas,Central,Elec,NA,NA,4,5,NA,Gas,NA,2,4,3,2,0,0,2,0,2,3,3,0,NA,20000,NA,NA,0,0,0,0,0,2,1,1,1,1,0,none,0,0,Gas,No_prefer,peer,none,none,peer,NA,NA,10000,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.31922748366867,06019000702
XQOQL,11,0,70,Male,95000,college,White,2,1,0,SF,2,1,3750,BrandNew,0,450,1,3,Elec,Central,Elec,0,1,6,4,NA,Gas,0,5,2,3,2,1,0,2,1,2,4,4,0,NA,15000,0,NA,1,1,0,1,0,1,1,1,1,1,1,potential,0,0,Other,Half_elec,peer,none,peer,neighbor,NA,NA,17500,1,7,0,0,0,1,1,1,1,1,1,1,0,0,0,0.461432962144348,06089011900
ISWLJ,3,0,70,Male,225000,college,White,6,1,0,SF,2,1,2250,BrandNew,1,250,1,2,Gas,None,Gas,0,0,7,3,NA,Gas,0,5,1,3,2,1,0,1,0,2,4,4,0,15000,10000,NA,NA,0,0,0,0,0,4,4,3,2,1,1,potential,1,1,Gas,Full_fossil,neighbor,peer,neighbor,peer,250,75,12500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536727160756426,06081608700
BPMKT,12,1,70,Female,55000,HS,White,6,1,0,SF,1,1,1750,Older,0,NA,1,1,Elec,Central,Gas,1,1,7,3,NA,Elec,0,3,2,3,3,0,0,2,0,2,3,4,0,5000,2000,NA,NA,0,0,0,1,0,3,1,1,1,1,0,potential,1,1,Gas,Full_elec,peer,none,none,none,250,250,6250,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.422888423746949,06113010204
JPMLY,4,0,40,Female,112500,graduate,Hispanic,4,0,0,SF,4,1,2250,BrandNew,0,NA,1,2,Gas,Central,Gas,0,0,5,4,NA,Gas,0,5,3,3,2,0,0,1,0,2,3,3,0,35000,20000,NA,NA,0,0,0,0,0,3,2,1,1,1,0,none,0,0,Gas,No_prefer,peer,none,none,peer,NA,NA,15000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.983492629558152,06069000502
KZXLQ,3,1,30,Male,112500,college,Asian,5,0,0,SF,3,1,1250,Older,0,350,1,3,Elec,None,Elec,1,1,7,1,NA,Gas,0,3,4,3,3,1,1,2,0,2,1,NA,0,NA,4000,20000,1200,0,0,0,0,0,4,2,1,2,1,1,none,0,0,Elec,Half_elec,peer,neighbor,none,none,150,75,12500,1,3,0,1,1,0,NA,NA,NA,0,0,0,0,0,0,0.592122308327007,06075023003
WWKNR,2,1,70,Female,35000,some college,White,2,1,0,SF,3,0,750,Older,0,350,0,3,Elec,Room,Other,NA,NA,3,2,2,Other,NA,1,1,2,2,0,1,3,1,1,3,4,0,NA,15000,NA,NA,0,0,0,0,0,1,1,1,1,3,1,none,0,0,Elec,Full_fossil,peer,none,none,none,NA,NA,15000,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.626892728663664,06033001200
PACNF,3,0,60,Male,225000,some college,Hispanic,7,1,1,SF,2,1,1750,Older,1,450,1,2,Gas,None,Gas,0,1,7,1,NA,Gas,0,5,3,3,2,1,0,1,0,1,4,4,0,NA,15000,15000,NA,0,0,0,0,0,4,4,1,1,1,0,potential,1,1,Gas,Half_elec,neighbor,peer,peer,peer,350,150,10000,1,1,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,2.42081703692884,06087100700
VOUFB,4,1,60,Male,112500,college,Multirace,4,1,1,SF,3,1,3250,Older,0,350,1,2,Gas,Room,Gas,0,0,2,2,2,Elec,0,5,3,3,2,1,0,4,1,2,4,4,0,NA,NA,NA,NA,1,1,0,0,1,3,3,2,3,3,0,none,0,0,Gas,Half_elec,neighbor,peer,none,neighbor,150,150,10000,1,3,0,0,0,1,1,1,1,0,0,0,1,1,1,0.17467257252533,06085504202
ZFIKL,13,0,70,Male,162500,college,White,4,1,0,SF,2,1,2750,BrandNew,0,250,1,2,Gas,Central,Gas,1,1,7,3,NA,Gas,1,4,4,4,3,1,0,1,0,2,4,4,0,NA,8000,6000,NA,0,0,0,0,0,4,3,1,3,1,0,none,1,1,Gas,Full_elec,peer,none,none,peer,NA,NA,12500,1,4,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.348478169062412,06019005503
MFPUY,2,1,70,Male,25000,some college,White,2,1,0,SF,2,1,1250,Older,0,350,0,1,Gas,Room,Elec,1,1,7,3,2,Gas,1,2,2,3,2,0,1,2,1,2,3,3,0,35000,20000,NA,NA,0,0,0,0,0,1,2,1,1,1,0,none,1,1,Gas,Full_fossil,none,none,peer,neighbor,250,75,8750,1,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.46706638012289,06045010700
UABDK,3,0,70,Female,225000,college,White,7,1,0,SF,4,1,1250,Older,0,250,0,3,Other,None,Gas,1,0,7,1,NA,Gas,1,5,4,4,3,1,0,2,0,3,4,4,0,0,0,NA,NA,0,0,0,0,0,4,1,1,2,1,0,potential,0,0,Other,Full_elec,neighbor,none,none,none,250,150,20000,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,NA,0.471436095127535,06075030700
WTUIE,8,0,70,Female,112500,graduate,White,5,1,0,SF,2,1,1750,Older,0,NA,0,2,Gas,Central,Gas,0,0,4,4,NA,Gas,1,4,1,4,3,1,0,2,0,2,4,4,0,3000,0,NA,200,1,0,0,0,0,4,3,1,2,2,0,own,0,1,Gas,Half_elec,peer,none,none,peer,300,150,7500,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.17467257252533,06059001506
ZYLIS,3,1,70,Male,15000,graduate,White,3,1,0,SF,1,0,1250,Older,0,250,0,1,Gas,None,Gas,NA,NA,4,4,NA,Gas,NA,3,1,3,2,1,1,1,0,1,3,3,0,NA,15000,NA,NA,0,0,0,0,0,1,1,1,1,1,1,none,0,0,Gas,Full_fossil,none,none,none,none,150,37.5,1250,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.375010996728906,06001433104
NIBCU,3,1,40,Male,45000,some college,Asian,4,1,1,SF,4,0,1750,Older,0,350,1,1,Elec,Central,Elec,NA,NA,5,2,NA,Elec,NA,4,2,3,3,1,1,2,1,3,3,3,1,NA,6000,NA,NA,1,1,0,0,1,4,2,2,3,2,0,own,0,1,Elec,Half_elec,none,peer,none,neighbor,NA,NA,8750,1,5,0,0,0,1,1,1,1,NA,NA,NA,1,1,1,1.83887922822926,06001433600
CBNWV,3,0,80,Male,112500,graduate,White,5,1,0,SF,1,0,2250,Older,0,250,1,1,Gas,None,Gas,NA,NA,1,1,NA,Elec,NA,3,2,3,3,0,0,1,0,1,3,2,0,NA,2000,NA,NA,0,0,0,0,0,3,3,1,1,1,1,none,1,1,Gas,Half_elec,neighbor,peer,peer,peer,450,250,6250,1,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.96901212631997,06075030400
JXGSR,16,0,80,Male,85000,college,Multirace,1,1,0,SF,2,1,3750,BrandNew,0,350,1,2,Other,Central,Other,0,0,5,5,NA,Other,1,3,4,3,2,1,0,3,0,2,3,4,1,30000,NA,NA,1200,0,0,0,0,0,1,1,1,1,3,1,potential,0,0,Other,Half_elec,peer,none,peer,peer,NA,NA,10000,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327192323705352,06093000902
DDMGW,12,0,70,Male,225000,college,Hispanic,4,1,0,SF,2,1,3250,BrandNew,0,250,1,2,Gas,Central,Gas,0,0,5,3,NA,Elec,0,4,2,3,2,0,0,2,0,2,4,4,0,5000,4000,NA,1000,0,0,0,0,0,3,2,1,2,1,0,potential,1,1,Gas,Full_fossil,none,none,none,none,350,350,7500,1,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0.672193123287197,06001450606
QLCAD,3,0,50,Female,187500,college,Multirace,4,1,0,SF,6,1,2250,Older,0,NA,0,4,Gas,None,Gas,0,1,7,1,NA,Gas,1,3,2,4,2,1,0,2,0,2,1,2,0,15000,10000,NA,NA,0,0,0,0,0,3,2,1,2,1,0,potential,0,0,Gas,No_prefer,peer,peer,none,neighbor,450,250,12500,1,3,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,0.547644809261746,06075030600
UCTTK,12,1,50,Female,112500,graduate,Hispanic,4,1,1,SF,4,1,2750,BrandNew,0,NA,0,3,Gas,Central,Not know,0,0,2,1,NA,Elec,0,4,3,3,2,0,0,1,0,2,3,3,0,NA,20000,NA,NA,1,1,0,0,1,2,2,1,2,2,0,none,0,0,Gas,No_prefer,peer,peer,peer,peer,250,350,17500,1,4,0,0,0,1,1,1,1,0,0,0,1,1,1,0.443512358789334,06067009320
YUYZS,4,0,80,Female,85000,graduate,White,6,1,0,SF,1,1,1250,Older,0,250,0,2,Gas,None,Gas,1,1,1,5,NA,Elec,1,4,4,3,3,0,0,2,0,2,3,3,0,10000,4000,NA,NA,0,0,0,0,0,4,3,1,1,1,0,potential,1,0,Gas,Full_elec,peer,none,none,neighbor,150,75,20000,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.528802311962848,06085512035
FXUAF,4,0,70,Male,225000,college,White,3,1,1,SF,4,1,3750,BrandNew,0,450,1,3,Gas,Central,Gas,0,1,5,4,NA,Gas,0,5,2,3,3,1,0,2,1,1,4,4,0,NA,15000,15000,NA,1,0,0,0,0,3,3,1,4,2,0,potential,1,1,Gas,Half_elec,peer,peer,peer,peer,800,650,15000,1,5,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.536727160756426,06085512309
HISAQ,3,0,70,Female,112500,some college,White,4,1,0,SF,1,1,3250,BrandNew,0,NA,1,1,Gas,None,Gas,0,0,7,1,NA,Gas,0,3,1,3,2,1,0,3,0,2,3,3,0,30000,20000,NA,NA,0,0,0,0,0,3,2,1,1,1,1,none,0,0,Gas,No_prefer,peer,none,none,peer,150,75,3750,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961531534512251,06081613701
DTMAW,16,0,80,Male,NA,HS,White,6,1,0,SF,2,1,4250,BrandNew,0,450,1,1,Other,Room,Other,0,1,7,2,1,Elec,1,5,1,3,2,0,0,2,1,2,3,3,0,NA,10000,4000,NA,0,0,0,0,0,3,3,1,2,2,1,potential,0,0,Other,Full_fossil,neighbor,peer,none,neighbor,NA,NA,13750,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0.746495986852049,06019006409
GXXLC,13,1,60,Male,85000,HS,Hispanic,2,1,0,SF,3,1,1250,Older,0,250,0,2,Gas,Central,Gas,0,0,7,5,NA,Elec,1,3,4,3,2,0,1,2,0,2,3,3,0,10000,6000,NA,NA,0,0,0,0,0,3,2,1,2,1,1,potential,1,0,Gas,Full_fossil,peer,none,none,neighbor,350,450,22500,1,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.85853512100986,06019004504
IYYQN,13,1,50,Female,45000,HS,Hispanic,NA,0,0,SF,4,1,6000,Older,0,NA,1,2,Elec,Central,Gas,1,0,3,4,NA,Gas,1,3,4,3,2,0,0,1,0,2,4,4,0,NA,15000,15000,NA,1,0,0,0,0,4,4,1,1,1,0,none,1,1,Elec,Half_elec,none,peer,peer,peer,75,12.5,17500,1,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0.827786131898322,06019002905
KWKTZ,3,0,80,Male,162500,graduate,White,2,1,0,SF,1,1,2750,Older,0,250,1,2,Gas,None,Gas,0,0,1,2,NA,Gas,0,5,3,3,2,0,0,1,0,1,4,4,0,10000,2000,NA,NA,0,0,0,0,0,2,1,1,1,1,NA,none,1,0,Gas,Half_elec,peer,none,none,peer,350,150,12500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605375575720562,06081605200
VSQUY,13,0,40,Female,112500,graduate,Asian,4,1,1,SF,3,1,1750,Newer,0,350,1,2,Gas,Central,Elec,0,0,3,4,NA,Gas,0,3,4,4,2,0,0,2,0,3,3,2,0,30000,15000,NA,NA,1,1,0,0,0,3,3,1,2,1,0,own,0,0,Gas,No_prefer,peer,peer,none,peer,75,250,7500,1,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0.648351877006418,06019005904
PLRNQ,12,0,70,Female,NA,graduate,White,3,1,0,SF,1,1,1750,Older,0,350,1,1,Gas,None,Gas,0,0,2,3,NA,Elec,1,5,2,3,3,0,0,1,0,1,4,4,1,NA,20000,20000,NA,0,0,0,0,0,1,1,1,1,2,0,none,0,0,Gas,No_prefer,neighbor,neighbor,none,neighbor,450,150,6250,1,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.408516312838635,06013352201
UEKXC,4,0,60,Male,225000,college,White,3,1,0,SF,2,1,2750,Older,0,350,1,2,Gas,Central,Gas,0,1,4,4,NA,Gas,1,3,3,4,2,1,0,3,0,3,4,3,1,NA,20000,6000,NA,0,0,0,0,0,3,2,1,1,1,0,potential,1,1,Gas,No_prefer,neighbor,peer,none,peer,500,250,7500,1,4,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.696267893016441,06085507002
VAXHT,12,0,70,Male,187500,some college,White,5,1,0,SF,2,1,1750,Older,1,450,1,2,Gas,Central,Gas,0,0,7,4,NA,Gas,0,3,2,4,3,1,0,4,0,1,3,3,0,10000,10000,NA,NA,0,0,0,0,0,4,3,1,3,1,0,potential,0,0,Gas,Full_elec,peer,peer,peer,peer,350,350,15000,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.936761123255771,06013338302
AEARY,12,1,40,Female,112500,graduate,White,6,1,1,SF,5,1,1750,Older,0,350,0,4,Gas,Central,Gas,0,0,7,3,NA,Gas,0,4,2,3,2,1,0,2,1,2,3,3,0,NA,4000,2000,NA,1,0,0,0,0,3,3,1,2,1,0,none,1,1,Gas,Half_elec,none,peer,none,neighbor,400,250,43750,1,1,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.315333222992903,06067006203
VGNGW,3,0,90,Male,55000,college,White,6,1,0,SF,1,1,2250,Older,0,250,0,1,Gas,None,Gas,0,0,3,4,NA,Elec,1,3,3,4,2,1,0,2,0,1,3,3,0,NA,15000,15000,NA,0,0,0,0,0,3,1,1,1,1,0,potential,1,0,Gas,Half_elec,peer,none,peer,peer,450,150,6250,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1.12405613760474,06081604600
RWYUQ,8,0,80,Male,225000,graduate,White,6,1,0,SF,2,1,2250,Older,0,350,1,2,Gas,Central,Gas,1,1,5,3,NA,Gas,1,5,4,3,2,0,0,1,0,1,4,3,0,7500,0,NA,NA,1,1,0,0,0,4,3,1,2,1,0,potential,1,1,Gas,Full_elec,neighbor,peer,peer,neighbor,225,150,17500,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.348464333849398,06059001507
UUJFD,3,0,70,Male,95000,graduate,White,4,1,0,SF,2,1,2750,Older,0,350,1,2,Gas,None,Other,1,1,2,2,NA,Other,0,5,4,3,3,1,1,2,0,1,3,3,0,35000,10000,NA,NA,1,0,0,0,0,4,2,1,2,1,0,potential,1,0,Gas,Half_elec,neighbor,peer,neighbor,neighbor,75,12.5,10000,1,3,0,0,1,1,0,0,0,NA,NA,NA,0,0,0,0.536727160756426,06081609900
XWCHM,4,1,60,Male,112500,some college,Asian,4,0,1,SF,2,1,1250,Older,0,150,1,3,Gas,Central,Gas,1,1,4,3,NA,Elec,1,3,3,3,2,0,0,3,0,1,4,3,0,10000,10000,NA,NA,0,0,0,0,0,3,1,1,1,1,1,none,0,0,Gas,No_prefer,peer,peer,peer,peer,150,250,17500,1,4,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,1.01007365446029,06085503211
NFZGI,2,1,80,Female,85000,some college,Non-hispanic other,6,1,0,SF,2,1,750,Older,0,250,0,1,Elec,Other,Gas,0,1,5,3,NA,Elec,0,3,4,5,3,0,0,1,0,2,3,3,0,NA,2000,2000,0,1,0,0,1,1,4,2,1,2,3,0,potential,0,0,Gas,Full_elec,peer,peer,peer,peer,150,37.5,3750,1,3,0,0,0,1,NA,NA,NA,1,1,1,1,1,1,0.385344745059951,06097152903
ZQPJE,2,0,80,Female,137500,college,White,4,1,0,SF,2,1,2250,Older,0,450,1,3,Gas,None,Elec,0,0,5,3,NA,Gas,0,4,4,3,3,0,1,1,0,2,4,4,0,3000,6000,NA,NA,1,0,0,0,0,4,1,1,1,1,0,none,1,0,Gas,Half_elec,peer,none,none,neighbor,NA,NA,7500,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.528802311962848,06041102202
QNNQR,3,0,50,Male,225000,HS,Hispanic,4,1,1,SF,5,0,2250,BrandNew,0,NA,1,3,Gas,None,Gas,NA,NA,7,3,NA,Gas,NA,3,1,3,3,1,0,1,0,1,4,3,0,NA,20000,NA,NA,0,0,0,0,0,1,1,1,1,1,1,none,0,0,Gas,No_prefer,peer,none,none,peer,150,150,22500,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.30089262524954,06053010603
RZZSM,2,1,70,Male,225000,some college,White,3,1,0,SF,2,1,6000,BrandNew,0,350,1,2,Other,Central,Elec,1,1,5,3,NA,Elec,1,5,5,3,2,1,0,2,0,2,4,4,0,25000,10000,NA,NA,1,0,0,0,0,3,1,1,1,1,0,potential,1,1,Other,Full_elec,peer,peer,neighbor,peer,NA,NA,22500,1,6,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.46706638012289,06033000300
NRKZS,2,0,30,Female,65000,college,White,6,1,0,SF,2,1,1250,Older,0,350,1,2,Elec,Central,Elec,0,0,5,1,NA,Gas,1,5,1,4,2,0,0,2,0,2,3,3,1,NA,4000,0,NA,1,0,0,1,0,4,3,1,4,3,1,none,0,0,Gas,Half_elec,neighbor,peer,peer,neighbor,37.5,12.5,5000,1,2,0,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,0.738534495792189,06097150204
DZSTL,3,0,70,Female,225000,college,White,2,1,0,SF,2,1,3250,Older,0,350,0,4,Gas,None,Gas,0,0,7,4,NA,Elec,0,2,1,3,2,1,0,3,1,3,3,4,0,17500,15000,NA,NA,1,0,0,0,0,2,1,1,1,1,0,potential,1,0,Gas,Full_fossil,peer,peer,peer,peer,NA,NA,7500,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0.471436095127535,06081611500
MGYOL,8,0,80,Female,225000,some college,White,3,1,0,SF,1,1,2750,Older,0,150,1,2,Elec,Central,Gas,0,1,3,1,NA,Gas,1,3,2,3,3,0,0,2,1,1,4,4,0,NA,6000,2000,NA,1,0,0,1,0,3,1,1,1,1,0,potential,1,1,Gas,Half_elec,neighbor,peer,peer,neighbor,NA,NA,5000,1,5,0,0,0,1,0,0,0,1,1,1,NA,NA,NA,0.571959793426888,06059001602
MJRYN,4,0,60,Female,137500,college,White,4,1,1,SF,1,1,1250,Older,0,150,1,1,Gas,Central,Gas,0,1,6,3,NA,Elec,1,4,2,3,3,0,0,2,0,2,3,3,0,NA,20000,8000,NA,0,0,0,0,0,3,2,1,1,1,1,none,0,0,Gas,Full_elec,neighbor,peer,peer,neighbor,250,150,8750,1,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.59938354599816,06085502203
WLNVN,4,0,70,Female,65000,college,Hispanic,5,1,0,SF,2,1,1250,BrandNew,0,250,0,2,Not know,Central,Elec,0,0,3,3,NA,Gas,0,3,2,3,2,0,0,1,1,2,3,3,0,NA,NA,20000,1000,0,0,0,0,0,4,3,1,2,1,0,none,0,0,Not know,Half_elec,peer,peer,peer,peer,250,150,2500,1,2,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.688744056723114,06085512516
TTEZN,11,0,50,Female,187500,graduate,White,4,1,1,SF,3,1,1750,BrandNew,0,350,1,3,Elec,Central,Elec,1,0,5,4,NA,Elec,1,3,1,4,3,0,0,2,0,4,4,4,0,NA,10000,10000,NA,1,0,0,0,1,4,2,1,1,2,0,potential,0,0,Elec,Full_elec,peer,peer,peer,peer,NA,NA,32500,1,3,0,0,0,1,NA,NA,NA,0,0,0,1,1,1,0.571438892666764,06101051100
JVCTH,3,1,30,Male,65000,college,White,6,1,1,SF,3,0,2250,Older,0,NA,0,2,Gas,Central,Gas,NA,NA,7,2,NA,Gas,NA,5,1,4,2,0,0,3,0,2,2,3,0,NA,15000,NA,NA,0,0,0,0,0,4,4,2,3,2,0,none,0,1,Gas,Half_elec,none,none,none,peer,75,NA,41250,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.564530226578638,06053014000
